feature_id,feature_title,feature_lexeme,feature_description,collected,compiled,updated_day,updated_month,updated_year,domain,settlement,value,stimuli,answer
12,"Forms of pronoun 1SG (ABS, ERG)",I.ERG,Forms of the personal pronoun 1SG ('I') — absolutive and ergative,Ilya Sadakov,Ilya Sadakov,16,4,2023,Pronoun,Luchek,zad,Я так сказал,zad haasa huxur
12,"Forms of pronoun 1SG (ABS, ERG)",I.ERG,Forms of the personal pronoun 1SG ('I') — absolutive and ergative,Ilya Sadakov,Ilya Sadakov,16,4,2023,Pronoun,Myukhrek,zada,Я так сказал,zada miisa huxurij
12,"Forms of pronoun 1SG (ABS, ERG)",I.ERG,Forms of the personal pronoun 1SG ('I') — absolutive and ergative,Ilya Sadakov,Ilya Sadakov,16,4,2023,Pronoun,Myukhrek,zad,Я так сказал,zad haasa huxurij
12,"Forms of pronoun 1SG (ABS, ERG)",I.ERG,Forms of the personal pronoun 1SG ('I') — absolutive and ergative,Ilya Sadakov,Ilya Sadakov,16,4,2023,Pronoun,Ikhrek,zɨj ; zatti,Я так сказал,zɨj / zatti haasa huxuri
12,"Forms of pronoun 1SG (ABS, ERG)",I.ERG,Forms of the personal pronoun 1SG ('I') — absolutive and ergative,Ilya Sadakov,Ilya Sadakov,16,4,2023,Pronoun,Ikhrek,zɨj,Я так сказал,zɨj haasa huxuri
12,"Forms of pronoun 1SG (ABS, ERG)",I.ERG,Forms of the personal pronoun 1SG ('I') — absolutive and ergative,Ilya Sadakov,Ilya Sadakov,16,4,2023,Pronoun,Dzhilikhur,zad,Я так сказал,zad haasa huxura
12,"Forms of pronoun 1SG (ABS, ERG)",I.ERG,Forms of the personal pronoun 1SG ('I') — absolutive and ergative,Ilya Sadakov,Ilya Sadakov,16,4,2023,Pronoun,Dzhilikhur,zad,Я так сказал,zad haasa huxur a
12,"Forms of pronoun 1SG (ABS, ERG)",I.ERG,Forms of the personal pronoun 1SG ('I') — absolutive and ergative,Ilya Sadakov,Ilya Sadakov,16,4,2023,Pronoun,Khnov,jiǯ,Я так сказал,jiǯ hawasa hɨfɨr i
12,"Forms of pronoun 1SG (ABS, ERG)",I.ERG,Forms of the personal pronoun 1SG ('I') — absolutive and ergative,Ilya Sadakov,Ilya Sadakov,16,4,2023,Pronoun,Khnov,jiǯ,Я так сказал,jiǯ hawasa hɨfɨ
12,"Forms of pronoun 1SG (ABS, ERG)",I.ERG,Forms of the personal pronoun 1SG ('I') — absolutive and ergative,Ilya Sadakov,Ilya Sadakov,16,4,2023,Pronoun,Khnov,jiǯ,Я так сказал,jiǯ hawasa hɨfɨri
12,"Forms of pronoun 1SG (ABS, ERG)",I.ERG,Forms of the personal pronoun 1SG ('I') — absolutive and ergative,Ilya Sadakov,Ilya Sadakov,16,4,2023,Pronoun,Kiche,za,Я так сказал,za hemise huxuri
12,"Forms of pronoun 1SG (ABS, ERG)",I.ERG,Forms of the personal pronoun 1SG ('I') — absolutive and ergative,Ilya Sadakov,Ilya Sadakov,16,4,2023,Pronoun,Kiche,za,Я так сказал,za haasa huxur
12,"Forms of pronoun 1SG (ABS, ERG)",I.ERG,Forms of the personal pronoun 1SG ('I') — absolutive and ergative,Ilya Sadakov,Ilya Sadakov,16,4,2023,Pronoun,Shinaz,zɨj,Я так сказал,zɨj haas xu
12,"Forms of pronoun 1SG (ABS, ERG)",I.ERG,Forms of the personal pronoun 1SG ('I') — absolutive and ergative,Ilya Sadakov,Ilya Sadakov,16,4,2023,Pronoun,Shinaz,zɨj,Я так сказал,zɨj haas xur
12,"Forms of pronoun 1SG (ABS, ERG)",I.ERG,Forms of the personal pronoun 1SG ('I') — absolutive and ergative,Ilya Sadakov,Ilya Sadakov,16,4,2023,Pronoun,Kala,zad,Я так сказал,zad mise xur
12,"Forms of pronoun 1SG (ABS, ERG)",I.ERG,Forms of the personal pronoun 1SG ('I') — absolutive and ergative,Ilya Sadakov,Ilya Sadakov,16,4,2023,Pronoun,Kala,zad,Я так сказал,zad haas huxur
12,"Forms of pronoun 1SG (ABS, ERG)",I.ERG,Forms of the personal pronoun 1SG ('I') — absolutive and ergative,Ilya Sadakov,Ilya Sadakov,16,4,2023,Pronoun,Amsar,zad,Я так сказал,zad haas huxur
12,"Forms of pronoun 1SG (ABS, ERG)",I.ERG,Forms of the personal pronoun 1SG ('I') — absolutive and ergative,Ilya Sadakov,Ilya Sadakov,16,4,2023,Pronoun,Amsar,zad,Я так сказал,zad haas huxur
12,"Forms of pronoun 1SG (ABS, ERG)",I.ERG,Forms of the personal pronoun 1SG ('I') — absolutive and ergative,Ilya Sadakov,Ilya Sadakov,16,4,2023,Pronoun,Rutul,za,Я так сказал,za haasa huxuri
12,"Forms of pronoun 1SG (ABS, ERG)",I.ERG,Forms of the personal pronoun 1SG ('I') — absolutive and ergative,Ilya Sadakov,Ilya Sadakov,16,4,2023,Pronoun,Rutul,za,Я так сказал,za haasa huxuri
12,"Forms of pronoun 1SG (ABS, ERG)",I.ERG,Forms of the personal pronoun 1SG ('I') — absolutive and ergative,Ilya Sadakov,Ilya Sadakov,16,4,2023,Pronoun,Kufa,za,Я так сказал,za haasa huxuri
12,"Forms of pronoun 1SG (ABS, ERG)",I.ERG,Forms of the personal pronoun 1SG ('I') — absolutive and ergative,Ilya Sadakov,Ilya Sadakov,16,4,2023,Pronoun,Kufa,za,Я так сказал,za haasa huxuri
13,"Forms of pronoun 2SG (ABS, ERG)",you.ABS,Forms of the personal pronoun 2SG ('you' singular) — absolutive and ergative,Maksim Melenchenko,Ilya Sadakov,16,4,2023,Pronoun,Kina,wɨ,Ты рутулец,wɨ mɨχaˁdɨ (jiʔi)
13,"Forms of pronoun 2SG (ABS, ERG)",you.ABS,Forms of the personal pronoun 2SG ('you' singular) — absolutive and ergative,Ilya Sadakov,Ilya Sadakov,16,4,2023,Pronoun,Kina,wɨ,Ты рутулец,wɨ mɨχaˁšura jiʔi
13,"Forms of pronoun 2SG (ABS, ERG)",you.ABS,Forms of the personal pronoun 2SG ('you' singular) — absolutive and ergative,Ilya Sadakov,Ilya Sadakov,16,4,2023,Pronoun,Luchek,wɨ,Ты рутулец,wɨ mɨχaˁšura i
13,"Forms of pronoun 2SG (ABS, ERG)",you.ABS,Forms of the personal pronoun 2SG ('you' singular) — absolutive and ergative,Ilya Sadakov,Ilya Sadakov,16,4,2023,Pronoun,Luchek,wɨ,Ты рутулец,wɨ mɨχašura i
13,"Forms of pronoun 2SG (ABS, ERG)",you.ABS,Forms of the personal pronoun 2SG ('you' singular) — absolutive and ergative,Ilya Sadakov,Ilya Sadakov,16,4,2023,Pronoun,Myukhrek,wɨ,Ты из Мюхрека,wɨ mɨˁxreklaːd i
13,"Forms of pronoun 2SG (ABS, ERG)",you.ABS,Forms of the personal pronoun 2SG ('you' singular) — absolutive and ergative,Ilya Sadakov,Ilya Sadakov,16,4,2023,Pronoun,Ikhrek,ʁu,Ты рутулец,ʁu mɨˁχaˁdɨ i
13,"Forms of pronoun 2SG (ABS, ERG)",you.ABS,Forms of the personal pronoun 2SG ('you' singular) — absolutive and ergative,Ilya Sadakov,Ilya Sadakov,16,4,2023,Pronoun,Ikhrek,ʁu,Ты рутулец,ʁu rutulec
13,"Forms of pronoun 2SG (ABS, ERG)",you.ABS,Forms of the personal pronoun 2SG ('you' singular) — absolutive and ergative,Ilya Sadakov,Ilya Sadakov,16,4,2023,Pronoun,Dzhilikhur,wɨ,Ты рутулец,wɨ mɨˁχaˁdɨ i
13,"Forms of pronoun 2SG (ABS, ERG)",you.ABS,Forms of the personal pronoun 2SG ('you' singular) — absolutive and ergative,Ilya Sadakov,Ilya Sadakov,16,4,2023,Pronoun,Dzhilikhur,wɨ,Ты рутулец,wɨ mɨχaˁdɨ ji
13,"Forms of pronoun 2SG (ABS, ERG)",you.ABS,Forms of the personal pronoun 2SG ('you' singular) — absolutive and ergative,Ilya Sadakov,Ilya Sadakov,16,4,2023,Pronoun,Khnov,ʁu,Ты рутулец,ʁu mɨˁχašur i
13,"Forms of pronoun 2SG (ABS, ERG)",you.ABS,Forms of the personal pronoun 2SG ('you' singular) — absolutive and ergative,Ilya Sadakov,Ilya Sadakov,16,4,2023,Pronoun,Khnov,ʁu,Ты рутулец,ʁu mɨˁχaˁšur i
13,"Forms of pronoun 2SG (ABS, ERG)",you.ABS,Forms of the personal pronoun 2SG ('you' singular) — absolutive and ergative,Ilya Sadakov,Ilya Sadakov,16,4,2023,Pronoun,Khnov,ʁu,Ты рутулец,ʁu mɨˁχaˁšura i
13,"Forms of pronoun 2SG (ABS, ERG)",you.ABS,Forms of the personal pronoun 2SG ('you' singular) — absolutive and ergative,Ilya Sadakov,Ilya Sadakov,16,4,2023,Pronoun,Kiche,wɨ,Ты рутулец,wɨ mɨˁχaˁšur a
